"","Gene.Name","Expressionb","Expression","Expression.1","Expression.2","Expression.3","Expression.4","Expression.5","Expression.6","Expression.7","Expression.8","Expression.9","Expression.10","Expression.11","Expression.12","Expression.13","Expression.14","Expression.15","Expression.16","Expression.17","Expression.18","Expression.19","Expression.20","Expression.21","Expression.22","Expression.23","Expression.24","Expression.25","Expression.26","Expression.27","Expression.28","Expression.29","Expression.30","Expression.31","Expression.32","Expression.33","Expression.34","Expression.35","Expression.36","Expression.37","Expression.38"
"4059","Ppp3cb",-0.408070287,-0.534613927,-0.59843963,-0.698008847,-0.49473832,-0.79756903,-0.79688929,-0.618317047,-0.69791671,-0.648627857,-0.671551053,-0.61527258,-0.71728088,-0.585914557,-0.47918047,-0.59733681,-0.478291523,-0.747883847,-0.539832353,-0.87810638,-0.60270724,-0.667595137,-0.859167893,-0.37726454,-0.520797123,-0.659652787,-0.672263273,-0.617792877,-0.71544457,-0.45689533,-0.74065918,-0.604028487,-0.67769979,-0.816542997,-0.485998027,-0.6798282,-0.6524324,-0.75723387,-0.67831727,-0.536818707
"4141","Map2k2",-0.48454145,-0.22684405,-0.1312485,-0.190932825,-0.31006735,0.076212775,-0.2753889,-0.233776035,-0.14919344,-0.22064585,-0.077207735,-0.2437669,-0.2207667,-0.21417565,-0.17419193,-0.48057415,-0.4804865,-0.199060905,-0.149200285,-0.16531186,-0.18602829,-0.055506645,-0.172882855,-0.33022835,-0.22614765,-0.142970755,-0.05909951,-0.15443245,-0.20031635,-0.3298943,0.08227019,-0.19896375,-0.16057969,-0.274600325,-0.262659015,-0.237255345,-0.2763553,-0.01576523,-0.154344065,-0.20283185
"4393","Nfatc4",1.97038216,1.80826118,1.82649655,1.1282426,1.66971253,1.39850289,1.09543041,1.52443928,1.29408428,1.55862367,1.40057662,1.46145166,1.45216651,1.46215579,1.4785132,0.92486924,1.35611591,1.51460653,1.30661218,1.24461568,1.79065119,1.95032688,1.31384477,1.36743866,1.50103022,1.5913357,1.73396879,1.46696242,1.26606467,1.19793167,1.77093052,1.50198324,1.29155222,1.15294375,1.5170963,1.20409769,1.53338624,1.52107944,1.05371971,1.63897763
"4428","Mapk13",1.05434045,1.46752548,1.10392816,1.78175997,1.39615245,1.59992183,1.87464019,1.54783224,1.4893117,1.69943734,1.60677083,1.52920666,1.63620451,1.57689857,1.27662387,1.80175741,1.67103113,1.33913068,1.50553463,1.85133505,1.21874029,1.08472763,1.81010116,1.81171123,1.71380364,1.50250273,1.25487972,1.47646242,1.71498123,1.71542738,1.0895039,1.58750973,1.53313348,1.88216247,1.50207138,1.58576355,1.68895574,1.54043252,1.85313993,1.45992198
"5222","Rac1",-0.3269089,-0.1857152,-0.1758724,-0.2416247,-0.3471089,-0.3243868,-0.1756783,-0.1869834,-0.4473195,-0.259477,-0.1519258,-0.13325,-0.0980133,-0.1916675,-0.4149948,0.2006055,-0.1420177,-0.3169723,-0.2752966,-0.1206303,-0.2692687,-0.1522988,-0.226658,-0.3424069,-0.1086078,-0.1842668,-0.0790661,-0.1020748,-0.4117111,-0.5101991,-0.3098316,-0.1439899,-0.1754605,-0.3123553,-0.2765311,-0.3691421,-0.3872975,-0.2995012,-0.330803,-0.3314154
"5718","Nfat5",1.876279285,1.64631484,1.400455775,1.699520365,1.571918785,1.79840782,1.68121094,1.698339505,1.779994425,1.45196292,1.440450915,1.623568355,1.698360015,1.53389744,1.84725401,1.46912681,1.7648367,1.637905645,1.731557385,1.658620845,1.63741314,1.41386724,1.583577305,1.61565987,1.512477155,1.6533417,1.4642358,1.49847047,1.413943165,1.815660785,1.40461154,1.321611335,1.654498125,1.710506275,1.78678253,1.81450829,1.6113884,1.69237668,1.73528878,1.62915509
"5737","Pla2g12b",-0.8135828,-0.90796595,-0.701061,-0.9434454,-0.83479025,-0.99635375,-0.9717396,-1.0705446,-1.10620175,-0.8857269,-1.05377245,-1.0520594,-0.9644811,-0.8857145,-0.91653535,-0.92032865,-0.72183335,-0.85926495,-0.97681225,-0.8547569,-0.9092401,-0.7462209,-0.87460525,-1.47988905,-0.96353835,-0.9804779,-0.8524877,-0.98326705,-0.9144988,-0.88474685,-0.9372827,-0.94738555,-0.88393825,-1.1107525,-0.9684174,-1.0474224,-0.8862664,-1.2734092,-0.8952745,-1.0343975
"5873","Nfatc3",0.63029434,0.70891611,0.32248706,0.52056932,0.76105589,0.52172151,0.62156826,0.75752196,0.92696149,0.56470669,0.61205773,0.43210753,0.52583169,0.58860888,0.78035296,0.54917187,0.88788193,0.57743526,0.96865098,0.53941828,0.69800766,0.22750593,0.47100051,0.9117898,0.90367998,0.37228188,0.66698648,0.7337297,0.72048447,0.91324026,0.41587424,0.70005453,0.51880904,0.26924319,0.90662913,0.6799397,0.67348188,0.48788693,0.55131884,0.7766847
"5885","Mapk14",-0.539181127,-0.47349094,-0.545251403,-0.632041873,-0.571381513,-0.722241053,-0.7107876,-0.54690923,-0.6089352,-0.551848743,-0.639428057,-0.771500967,-0.696075513,-0.557609293,-0.53703701,-0.755643917,-0.323131633,-0.600600493,-0.467811123,-0.628854033,-0.714748047,-0.486442033,-0.49679926,-0.557637403,-0.544689077,-0.611564603,-0.519291947,-0.384421587,-0.692775223,-0.447555257,-0.580853213,-0.43940477,-0.62700277,-0.580325267,-0.419279823,-0.64222583,-0.781244783,-0.623819557,-0.639988227,-0.547266393
"6385","Ppp3ca",0.24074135,0.334586913,0.252365697,0.73026195,0.39998237,0.665315403,0.734230983,0.430234437,0.491133107,0.47553595,0.491110573,0.73811489,0.666463767,0.47169807,0.54625932,0.622055053,0.447773773,0.461616847,0.407745853,0.658733987,0.433575977,0.339297727,0.7710947,0.465398003,0.405115567,0.727235627,0.28519593,0.452275767,0.30732777,0.612695033,0.341759947,0.436946317,0.71413859,0.75101127,0.436177253,0.58971657,0.517162093,0.71100794,0.770031717,0.344968617
"6504","Hras1",-0.7474363,-0.4780598,-0.1964953,-0.498806,-0.5056177,-0.694676,-0.5619088,-0.5211781,-0.4458023,-0.5250079,-0.5565685,-0.6713196,-0.6109732,-0.5814074,-0.3126446,-0.5539926,-0.6949633,-0.2518579,-0.4313273,-0.2090015,-0.3762244,-0.2038597,-0.5707286,-0.5520246,-0.5052539,-0.7035684,-0.4085392,-0.4257418,-0.4673027,-0.5860294,-0.1440382,-0.533963,-0.4991744,-0.6824992,-0.5265254,-0.2684444,-0.4731794,-0.6514286,-0.8649258,-0.4949931
"6724","Hspb1",-0.9490343,-0.8338526,-0.8028166,-1.1177453,-0.7830081,-0.7723368,-0.8429851,-0.699729,-0.8255332,-0.6821232,-0.7667987,-1.0106674,-0.8707529,-0.8428348,-0.8602501,-0.6604581,-0.8796647,-0.9900378,-0.922418,-0.6306079,-0.8735082,-0.8749749,-0.8668081,-0.7018698,-0.799386,-0.7270001,-0.7789246,-0.6219641,-1.0502605,-1.2395192,-0.7672379,-0.7831097,-0.5882754,-0.3281846,-0.7706545,-0.8888513,-1.01234,-0.5845518,-0.9493858,-0.8584052
"7165","Lad1",-0.8038377,-0.7425635,-0.77926995,-1.02055565,-0.79327645,-0.8627648,-0.6817478,-0.83032355,-0.8048084,-0.82349065,-0.64964,-0.83627095,-0.93723225,-0.67194535,-0.9466215,-0.793921,-0.972031,-0.74118465,-1.0070994,-0.8977535,-0.77821835,-0.8703057,-0.9044057,-0.9216705,-0.61623025,-1.05995425,-0.58047305,-0.62646135,-0.7949165,-0.9927623,-0.91983765,-0.6504114,-1.009951,-0.27164979,-0.7271172,-0.94801715,-0.4840825,-0.95016975,-1.0048626,-0.72284655
"7753","Nfatc3",0.56324116,0.18185353,0.51956193,-0.8361799,0.01135306,-0.3127238,-0.3392131,-0.765053,-1.1533149,-0.7719367,-0.7063401,-0.1582945,-0.3624943,-0.3038694,-1.1914433,-0.8012943,-0.9168462,-0.7173437,-0.9668587,-0.9165188,0.25439109,0.69504574,-0.7806102,-0.0162041,-0.1500799,0.36924562,0.37565628,-0.4401742,-0.502771,-1.4826031,0.13207779,-0.5435998,-0.4295747,-0.7210643,-0.2989839,-1.2531967,-0.704663,-0.2451673,-1.0483828,-0.2495965
"8085","Ppp3r1",-1.0312763,-1.0759771,-1.1132411,-1.0891762,-1.0961052,-1.5085383,-1.2744889,-1.09761,-1.0804665,-1.2164146,-1.3366993,-1.0810711,-1.3826569,-1.2177929,-1.0057158,-1.223205,-1.213618,-1.0060969,-1.3269263,-1.0174882,-1.150979,-0.8534473,-1.2727215,-1.0700384,-1.113629,-1.0890545,-1.1532743,-1.1526465,-0.9496235,-1.1576844,-0.9002118,-1.266192,-1.1915553,-1.1864653,-1.1486236,-1.0200975,-1.1674078,-1.2926577,-1.2745806,-1.0216252
"8086","Pla2g4a",-0.1496855,-0.2420375,-0.0876218,-0.482948,-0.1312792,-0.5293289,-0.4061058,-0.1215681,-0.2170053,-0.0206566,-0.1214268,-0.602147,-0.6270686,-0.1614847,-0.2364465,-0.6833792,-0.2416523,-0.0957183,-0.3455641,-0.4520201,-0.2089734,-0.1387175,-0.3395194,-0.3717224,-0.1960613,-0.5835023,-0.0957108,-0.2819634,-0.1027223,-0.2044026,-0.0974226,-0.1717275,-0.4285481,-0.5596291,-0.2335641,-0.2500198,-0.0838423,-0.4367694,-0.4917489,-0.1970786
"8201","Plcg1",0.08712982,0.38120527,0.29054021,0.56629321,0.4144153,-0.1038141,0.65006705,0.50757263,0.63429546,0.59168211,0.56293806,0.77416332,0.41761545,0.79586435,0.43103664,0.63081803,-0.1275607,0.02665523,0.63706898,0.43532635,0.29434828,0.30387665,0.45920943,0.52450303,0.57905209,0.63068706,0.38198866,0.65766004,0.86488273,0.32153756,0.61041491,0.74820365,0.73075458,0.78271503,0.45812679,0.29052472,0.58892179,0.55282622,0.58056099,0.80919123
"8724","Mapk3",0.12755699,0.30692054,0.16084915,0.1654668,0.21756454,0.04817901,0.07703764,0.45094831,0.33140498,0.58583069,0.32465177,0.13664365,0.12428519,0.40310717,0.29856861,0.39231744,0.33909642,0.39152651,0.48976713,0.13600883,0.18580017,0.22244653,-0.1519736,0.3942155,0.38401773,0.09698676,0.17527398,0.42052715,0.55453694,0.27331324,0.25130525,0.42712598,0.13933086,0.17289895,0.41897371,0.41258753,0.4278027,0.06104616,0.09939011,0.42956539
"8814","Casp9",1.04609063,1.02455331,1.10280373,0.49520075,0.87751584,0.71834024,0.4931212,0.80702475,0.72374552,0.80093505,0.85581349,0.56648696,0.60152573,0.84487352,0.78301085,0.34155575,0.54106975,0.81502637,0.54818908,0.52632773,1.05226215,1.23548176,0.58803771,0.72228199,0.79999342,0.78590342,1.01890239,0.79441363,0.64142693,0.55109624,1.10558276,0.80509089,0.5679774,0.49775448,0.71228211,0.69822869,0.6670762,0.65612478,0.40712937,0.84554507
